28006, PHOTALINE LASER 14 DEVELOPER REPLENISHER CONCENTRATE;POTASSIUM HYDROXIDE, POTASSIUM SULFITE, POTASSIUM CARBONATE, HYDROQUINONE, WATER; STRONG ACIDS, STRONG BASES;KEEP AWAY FROM STRONG ACIDS;Respiratory Protection:SHOULD NOT BE NECESSARY UNDER NORMAL CONDITIONS. IF EXPOSED TO VAPORS THAT EXCEED TLV OR PEL, WEAR APPROVED VAPOR RESPIRATOR. Ventilation:NOT PROVIDED Protective Gloves:IMPERVIOUS Eye Protection:PROTECTIVE GOGGLES. Other Protective Equipment:AS NECESSARY TO PREVENT SKIN CONTACT. EYEWASH FACILITIES IN VICINITY OF USE. Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
146 4395 ABRASIVE REDUCER, 30GRAMS;ALPHA-ALUMINA (ALUMINUM OXIDE) (SARA 313), LARD, IRON OXIDE, WAX, SILICON DIOXIDE, TITANIUM DIOXIDE; STRONG OXIDIZING AGENTS;MINIMIZE DUST GENERATION/ACCUMULATION;Respiratory Protection:NONE SHOULD BE NNEDED. Ventilation:GOOD GENERAL VENTILATION (TYPICALLY 10 AIR CHANGES/HR) SHOULD BE USED. VENTILATION RATES SHOULD BE MATCHED TO CONDITIONS Protective Gloves:IMPERVIOUS GLOVES. Eye Protection:SAFETY GLASSES W/SIDE SHIELDS, GOGGLES. Other Protective Equipment:EYEBATH, WASHING FACILITIES, SAFETY SHOWER. Work Hygienic Practices:WASH THOROUGHLY AFT HNDLG.GOOD INDUSTRIAL HYGIENE PRAC TO MI EYE/SKIN CONTACT/INHAL. Supplemental Safety and Health OTHER PRECAUT:BIOCONCEN.AFT DIL W/LG AMT OF WATER/2ND WASTE TREAT MATL NOT EXPECTED TO CAUSE ADVERSE ENVIRO EFFECTS;
146 4544 DEVELOPER D-8,PART B;SODIUM HYDROXIDE (CERCLA); WATER, STRONG ACIDS, ALUMINUM, TIN, ZINC & ALLOYS OF THESE METALS;MOISTURE;Respiratory Protection:IF ENGINEERING CONTROLS DO NOT MAINTAIN AIRBORNE CONCENTRATIONS TO AN ACCEPTABLE LEVEL, A NIOSH-APPROVED DUST RESPIRATOR MUST BE WORN. A PROGRAM SHOULD BE INSTITUTED TO ASSURE COMPLIANCE WITH OSHA STA NDARD 29 CFR 1910.134. Ventilation:GOOD GENERAL VENTILATION IS SUFFICIENT FOR MOST CONDITIONS (10 ROOM VOLUMES PER HOUR). Protective Gloves:RUBBER, PVC Eye Protection:SAFETY GLASSES WITH SIDE SHIELDS/GOGGLES Other Protective Equipment:RUBBER BOOTS, RUBBER APRON, EYE WASH FOUNTAIN, SAFETY SHOWER Work Hygienic Practices:OBSERVE GOOD INDUSTRIAL HYGIENE PRACTICES AND RECOMMENDED PROCEDURES. WASH THOROUGHLY BEFORE EATING, DRINKING/SMOKING. Supplemental Safety and Health KEY1:C2. PRODUCT IS A KIT CONSISTING OF PART A AND B. FOR PART A, SEE PNI A SAME NSN. PRODUCT CAN REACT VIOLENTLY WITH ACIDS OR WATER. NEVER ADD WATER TO PRODUCT. ALWAYS ADD PRODUCT SLOWLY TO WATER WH ILE STIRRING;
XO-1267 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
WOC200472, WINTON OIL COLOURS RAW UMBER 200;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
ACACIA, G85500;GUM ARABIC; ACACIA PRECIPITATES OR GELS WHEN ADDED TO FERRIC SALTS, BORAX, BASIC LEAD ACETATE, ALCOHOL, SODIUM SILICATE, GELATIN OR AMMONIATED TINCTURE OF GUAIAC;INCOMPATIBLE MATERIALS, EXCESS HEAT, STRONG OXIDANTS;Respiratory Protection:A NIOSH APPROVED AIR PURIFYING DUST OR MIST RESPIRATOR OR EUROPEAN STANDARD EN 149. Ventilation:USE ADEQUATE VENTILATION TO KEEP AIRBORNE CONCENTRATIONS LOW. Protective Gloves:APPROPRIATE PROTECTIVE GLOVES. WEAR IMPERVIOUS GLOVES . Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:ANSI APPROVED EMERGENCY EYEWASH AND DELUGE SHOWER . WEAR APPROPRIATE PROTECTIVE CLOTHING TO MINIMIZE CONTACT WITH SKIN. Supplemental Safety and Health PHYSICAL/CHEM PROPERTIES: MOLECULAR FORMULA: NOT APPLIC. OTHER INFO: CAUSES SKIN IRRITATION. MAY CAUSE ALLERGIC RESPIRATORY REACTION. MAY CAUSE ALLERGIC SKIN REACTION. SENSITIZER. CAUSES SEVERE EYE IR RITATION. CAUSES DIGESTIVE & RESPIRATORY TRACT IRRITATION. TARGET ORGANS: RESPIRATORY SYSTEM;
DRY MOL;DICHLOROMETHANE (METHYLENE CHLORIDE) (SUSPECTED HUMAN, METHYL CHLOROFORM (1,1,1-TRICHLOROETHANE) (CHLOROTHENE NU),, METHANOL (METHYL ALCOHOL), COLUMBIAN SPIRITS; STRONG OXIDIZING AGENTS;HEAT OR TEMPERATURES >120F;Respiratory Protection:NONE REQUIRED AS LONG AS NOT USED IN SMALL CLOSED AREA. Ventilation:LOCAL EXHAUST Protective Gloves:NONE Eye Protection:GOGGLES Supplemental Safety and Health;
OIL EMULSION, WWT 1082;KEROSENE (PETROLEUM), HYDROTREATED, (PETROLEUM DISTILLATE; ;;Respiratory Protection:USE NIOSH/MSHA APPROVED, FULL FACE RESPIRATOR AS APPROPRIATE. CONSULT RESPIRATOR MANUFACTURER TO DETERMINE APPROPRIATE EQUIPMENT. Ventilation:PROVIDE GOOD GENERAL ROOM VENTILATION TO MINIMIZE EXPOSURE. Protective Gloves:RUBBER GLOVES. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGS . Other Protective Equipment:RUBBER FOOTWEAR, APRON, JACKET, HOOD RECOMMENDED AS APPROP. ANSI APPROVED EMERGENCY EYEWASH & DELUGE SHOWER . Work Hygienic Practices:LAUNDER CONTAMINATED CLOTHING BEFORE REUSE. Supplemental Safety and Health SPILL PROC: RESIDUE. IF SLIPPERINESS PERSISTS APPLY MORE DRY SWEEPING COMPOUND;
FIXER II CONCENTRATE P.C 329142;WATER, AMMONIUM THIOSULFATE; STRONG ALKALI;FIRE OR EXCESSIVE HEAT;Ventilation:MECHANICAL (GENERAL): NORMAL AMOUNTS Eye Protection:SAFETY GLASSES RECOMMENDED Supplemental Safety and Health;
WOC200508, WINTON OIL COLOURS SAP GREEN 200;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
UNLEADED REGULAR GASOLINE;GASOLINE; AVOID STRONG OXIDIZERS;;Respiratory Protection:AVOID BREATHING VAPOR AND/OR MIST.USE WITH ADEQUATE VENTILATION. Protective Gloves:YES Eye Protection:SAFETY GLASSES Other Protective Equipment:WEAR PROTECTIVE CLOTHING AND GLOVES IF PROLONGED OR REPEATED CONTACT IS LIKELY. Supplemental Safety and Health;
3-5810 COLORED OIL BASE OFFSET INK;TREATED PETROLEUM OILS, STODDARD SOLVENT; OXIDIZG MATERIALS;STABLE UNDER RMAL CONDITIONS;Respiratory Protection:NOT NORMALLY REQUIRED WITH ADEQUATE VENTILATION. Ventilation:NORMAL VENTILATION FOR THE WORK AREA. Protective Gloves:GLOVES FOR PROLONGED OR REPEATED CONTACT Eye Protection:NOT NORMALLY NECESSARY Supplemental Safety and Health;
C-5A ANTI-SEIZE;GRAPHITE, NATURAL, HYDROTREATED PETROLEUM DISTILLATE, COPPER (SARA 313) (CERCLA), PETROLEUM DISTILLATE, SILICON DIOXIDE; STRONG LEWIS/MINERAL ACIDS/STRONG BASES/OXIDANTS/NITRATES/NITRITES/CHLORINATED HYDROCARBONS/CHLORIDES PALLADIUM/SELENIUM;HEAT, MANGANESE, MAGNESIUM, POTASSIUM CHLORATE, SODIUM CARBONATE, SULFATES, DIVORANE;Respiratory Protection:USE NIOSH APPROVED DUST/MIST RESPIRATOR. Ventilation:GENERAL VENTILATION. Protective Gloves:CLOTH OR SYNTHETIC Eye Protection:SAFETY GLASSES Other Protective Equipment:CLEAN CLOTHING, EYEWASH, SAFETY SHOWER. Work Hygienic Practices:WASH HANDS BEFORE EATING. DON'T EAT PRODUCT. Supplemental Safety and Health NK;
CUVER I COPPER,14211;PHOSPHATES (TYPE NOT SPECIFIED), SODIUM ASCORBATE; ;;Respiratory Protection:RESPIRATOR WITH DUST FILTER Ventilation:LOCAL EXHAUST:RECOMMEDED Protective Gloves:FOR MFGR/PCKG. Eye Protection:SAFETY GLASSES Other Protective Equipment:AS REQUIRED BY LOCAL REGULATIONS. Supplemental Safety and Health;
68 1002 D-5604 VAPO-DUSTER;CHLORODIFLUOROMETHANE; ALKALI, ALKALINE EARTH METALS, POWDERED ALUMINUM, ZINC, BERYLIUM;OPEN FLAMES, HIGH TEMPERATURES, HEAT, SPARKS, OTHER IGNITION SOURCES;Respiratory Protection:USE SELF CONTAINED BREATHING APPARATUS IF WORKING IN AN AREA W/EXTREMELY HIGH VAPOR CONCENTRATION. Ventilation:LOCAL/MECHANICAL TO KEEP BELOW EXPOSURE LIMITS OF INGREDIENTS. Protective Gloves:BUTYL LINED RECOMMENDED Eye Protection:CHEMICAL GOGGLES Work Hygienic Practices:USE GOOD HYGIENIC PRACTICES WHEN DEALING W/THIS PRODUCT. USE IN WELL VENTILATED AREA. Supplemental Safety and Health;
XO-27 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
CHAIN & CABLE LUBE, 19452;PETROLEUM LUBRICATING OIL, MEDIUM ALIPHATIC SOLVENT NAPHTHA (PETROLEUM), (ALIPHATIC, PETROLEUM GASES, LIQUEFIED, SWEETENED, (PROPANE-BUTANE; AVOID CONTACT WITH STRONG OXIDIZING AGENTS AND HEAT;HEAT, SPARKS AND OPEN FLAME;Respiratory Protection:OPEN WINDOWS AND DOORS OR EMPLOY SUFFICIENT VENTILATION TO ENSURE FRESH AIR ENTRY. IF IRRITATION OR DIZZINESS IS EXPERIENCED, USE A NIOSH JOINTLY APPROVED, SELF CONTAINED BREATHING APPARATUS WITH A FU LL FACE PIECE OPERATED IN PRESSURE DEMANED. Ventilation:LOCAL EXHAUST (SPECIFY RATE): SUFFICIENT TO MAINTAIN EXPOSURE BELOW TLVS. MECHANICAL (GENERAL) (SPECIFY RATE): NONE. SPECIAL & OTHER: NONE. Protective Gloves:CHEMICAL RESISTANT GLOVES. Eye Protection:ANSI APPRVD CHEM WORKER GOGG CHEM SPLASH GOGGS IN COMPLIANCE W/OSHA REG. Other Protective Equipment:ANSI APPROVED EYE WASH AND DELUGE SHOWER . Supplemental Safety and Health PHYSICAL DATA: PERCENT SOLID WEIGHT %: 50;
THERMAFIBER INDUSTRIAL SPRAY WOOL;MINERAL WOOL FIBER, MINERAL OIL; ACIDS;ACIDIC CONDITIONS;Respiratory Protection:USE NIOSH APPROVED NUISANCE DUST MASK IF TLV IS EXCEEDED. Ventilation:LOCAL EXHAUST TO KEEP BELOW TLV IF POSSIBLE/GENERAL MECHANICAL VENTILATION & A DUST RESPIRATOR SHOULD BE USED. Protective Gloves:REQUIRED IF DUST IS IRRITATING Eye Protection:TIGHT FITTING GOGGLES Other Protective Equipment:LOOSE FITTING CLOTHING Work Hygienic Practices:REMOVE/WASH WORK CLOTHES SEPARATELY FROM OTHER WASH. Supplemental Safety and Health;
THERMAFIBER INDUSTRIAL PACKING WOOL;MINERAL WOOL FIBER, MINERAL OIL; ACIDS;ACIDIC CONDITIONS;Respiratory Protection:USE NIOSH APPROVED NUISANCE DUST MASK IF TLV IS EXCEEDED. Ventilation:LOCAL EXHAUST TO KEEP BELOW TLV IF POSSIBLE/GENERAL MECHANICAL VENTILATION & A DUST RESPIRATOR SHOULD BE USED. Protective Gloves:REQUIRED IF DUST IS IRRITATING Eye Protection:TIGHT FITTING GOGGLES Other Protective Equipment:LOOSE FITTING CLOTHING Work Hygienic Practices:REMOVE/WASH WORK CLOTHES SEPARATELY FROM OTHER WASH. Supplemental Safety and Health;
FORMULA 999-ALL PURPOSE CLEANER;2-BUTOXYETHANOL; ;;Respiratory Protection:NIOSH MSHA APPROVED RESPIRATOR IF REQUIRED. Ventilation:LOCAL EXHAUST:NORMAL Protective Gloves:RECOMMENDED Eye Protection:RECOMMENDED Other Protective Equipment:NONE Supplemental Safety and Health;
28011, PHOTALINE LASER 14 DEVELOPER REPLENISHER CONCENTRATE;POTASSIUM HYDROXIDE, POTASSIUM SULFITE, POTASSIUM CARBONATE, HYDROQUINONE, WATER; STRONG ACIDS, STRONG BASES;KEEP AWAY FROM STRONG ACIDS;Respiratory Protection:SHOULD NOT BE NECESSARY UNDER NORMAL CONDITIONS. IF EXPOSED TO VAPORS THAT EXCEED TLV OR PEL, WEAR APPROVED VAPOR RESPIRATOR. Ventilation:NOT PROVIDED Protective Gloves:IMPERVIOUS Eye Protection:PROTECTIVE GOGGLES. Other Protective Equipment:AS NECESSARY TO PREVENT SKIN CONTACT. EYEWASH FACILITIES IN VICINITY OF USE. Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
RESIN 1070-5;VEHICLE, TYPE NOT SPECIFIED, STYRENE, MONOMER (SARA III); OXIDIZING AGENTS;OPEN FLAME, HEAT, OXIDIZING AGENTS,PEROXIDE, FREE RAD CATLST;Respiratory Protection:NIOSH/MESA APPROVED RESPIRATORY PROTECTION IN COMPLIANCE W/OSHA REGS Ventilation:MECHANICAL, OR LOCAL EXHAUST WHERE NECESSARY Protective Gloves:RUBBER Eye Protection:CHEMICAL SAFETY GOGGLES Other Protective Equipment:IF NECESSARY, RUBBER APRON, SHOES OR BOOTS. Supplemental Safety and Health KOPPERS BUILDING, PITTSBURGH, PENNSYLVANIA 15219;
HYDROCHLORIC ACID(LESSS THAN 10%), V028;HYDROGEN CHLORIDE, WATER; A STRONG MINERAL ACID, CONCENTRATED HYDROCHLORIC ACID IS HIGHLY REACTIVE W/STRONG BASES, METALS, METAL OXIDES, HYDROXIDES, AMINES, CARBONATES & OTHER ALKALINE MATLS INCOMPAT W/MATLS SUCH AS CYANIDES, SULFIDES, SULFITES & F;HEAT, DIRECT SUNLIGHT, INCOMPATIBLES STABLE UNDER ORDINARY CONDITIONS OF USE AND STORAGE;Respiratory Protection:IF EXPOS LIMIT IS EXCEEDED, NIOSH APPRVD FULL FACEPIECE RESP W/ACID GAS CARTRIDGE MAY BE WORN UP TO 50 TIMES EXPOS LIMIT OR MAX USE CONC SPECIFIED BY APPROP REGULATORY AGENCY OR RESP SUPPLIER, WHICHEV ER IS LOWEST. FOR EMERS OR INSTANCES WHERE EXPOS LEVELS ARE NOT KNOWN, USE NIOSH APPRVD FULL-FACEPIECE POS-PRESS, AIR-SUPPLIED RESP. (TOXICOLOGICAL INFO) Ventilation:SYSTEM OF LOC OR GEN EXHST IS RECOM TO KEEP EMPLOYEE EXPOSURES BELOW AIRBORNE EXPOSURE LIMIT. LOC EXHST VENT IS GENERALLY PREF BECAUSE IT CAN (ECOLOGICAL INFO) Protective Gloves:RUBBER OR NEOPRENE GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES AND FULL LENGTH FACESHIELD . Other Protective Equipment:EYE WASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . ADDITIONAL PROTECTION INCLUDING IMPERVIOUS BOOTS, APRON OR COVERALLS, AS NEEDED IN AREAS OF UNUSUAL EXPOSURE TO PREVENT SKIN CONTACT. Supplemental Safety and Health PHYSICAL DATA: VAP DENS: ESNTLY SAME AS WATER. PH: FOR HCL SOLNS: 0.1 (1.0 N), 1.1 (0.1 N), 2.02 (0.01 N). % VOLAT: 100 (AS WATER & ACID) @ 21C(70F). SPILL PROC: SEWER! US REGS (CERCLA) REQ REPORTING SPILLS & RELEASES TO SOIL, WATER & AIR IN EXCESS OF REPORTABLE QTYS. TOLL FREE NUMBER FOR US COAST (TOXICOLOGICAL INFO);
WOC200634, WINTON OIL COLOURS YELLOW OCHRE;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
2020-5 ELECTROSTATIC BLACK OFFSET INK;NO HAZARDOUS INGREDIENTS; STRONG OXIDIZING MATERIAL;;Respiratory Protection:NOT NORMALLY REQUIRED. Ventilation:NORMAL OFFICE CONDITIONS Protective Gloves:IMPERVIOUS GLOVES Eye Protection:SAFETY GOGGLES WHEN WASHING PRESSES Other Protective Equipment:IMPERVIOUS CLOTHING,APRON,BOOTS AS NEEDED TO AVOID EXCESSIVE SKIN CONTACT. Work Hygienic Practices:GENERAL Supplemental Safety and Health;
HYDROPHILIC POLYURETHANE FOAM;FOAMEX POLYURETHANE FOAM IS A FULLY CROSS-LINKED REACTION, POLYOL, (POLYHYDROXY POLYOL), BENZENE, 2,4-DIISOCYANATO-1-METHYL-, (TOLUENE, CATALYSTS, SURFACTANTS, PIGMENTS, WATER, SUPP DATA:GASES WILL DEPEND ON THE PROCESSING CONDITIONS., SPILL PROC:LANDFILLS SHOULD BE NEGLIGIBLE. IT REQUIRES NO; EXPOSURE TO LARGE QUANTITIES OF WATER, STRONG OXIDIZERS STRONG OXIDIZING ACIDS - WILL DEGRADE;EXPOSURE TO OPEN FLAMES, HIGH TEMPERATURES;Respiratory Protection:FUMES:NIOSH/MSHA APPROVED ORGANIC VAPOR CARTRIDGES. DUST:USE NIOSH/MSHA APPROVED DUST MASK. Ventilation:LOCAL EXHAUST NEEDED FOR HOT WIRE CUTTING, FLAME LAMINATION. Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:ANSI APPROVED CHEM WORKERS GOGGS . Other Protective Equipment:EYE WASH FOUNTAIN & DELUGE SHOWER WHICH MEET ANSI DESIGN CRITERIA . Work Hygienic Practices:NONE SPECIFIED BY MANUFACTURER. Supplemental Safety and Health EXPLO HAZ:UNUSUAL COMBUST GASES HAVE BEEN OBSERVED. ITS COMBUST PRODS ARE SIMILAR TO THOSE OF ORG MATLS COMPOSED OF SAME ELEMENTS. HAZ DECOMP PROD:PROCESSES, CERTAIN HAZ GASES SUCH AS CARBON MONOXIDE, OXIDES OF NITROGEN, HYDROGEN CYANIDE, ACETALDEHYDE & ACRYLONITRILE ARE EMITTED. EXACT COMPOSITION OF THESE (ING 8);
UN 1978 PROPANE;PROPANE; MIXING OXYGEN OR AIR EXCEPT AT BURNER, STRONG OXIDANTS;EXCESSIVELY HIGH TEMPERATURES;Respiratory Protection:NORMALLY NOT REQUIRED. Ventilation:GENERAL EXHAUST,USING EXPLOSION PROOF EQUIPMENT. Protective Gloves:PROTECTIVE CRYOGENIC GLOVES Eye Protection:NORMALLY NOT NEEDED Supplemental Safety and Health;
FEEN-A-MINT GUM, PX0525;PHENOLPHTHALEIN; ;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Ventilation:MATL SHOULD BE HANDLED/TRANSFERRED IN NIOSH/MSHA APPRVD FUME HOOD/WITH ADEQUATE VENTILATION. Protective Gloves:NEOPRENE/EQUIVALENT GLOVES. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGLES . Other Protective Equipment:ANSI APPRVD EMERGENCY EYE WASH & DELUGE SHOWER . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health SPILL PROC:CONTAINERIZE FOR PROPER DISP AS DESCRIBED UNDER DISP. COMPLY W/FED, ST, & LOC REGS ON RPTG RELEASES. REFER TO REGULATORY INFO FOR REPORTABLE QTY & OTHER REGULATORY DATA;
XO-15 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
XO-31 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
XO-18 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
RNEASY BLOOD MINI KIT,74303;GUANIDINE THIOCYANATE; STRONG ACIDS, STRONG OXIDIZING AGENTS;;Respiratory Protection:NIOSH APPROVED RESPIRATOR. Ventilation:MECHANICAL EXHAUST VENTILATION. Protective Gloves:RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:EYE WASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health WASTE DISP METH: ITSELF. UNLESS SPECIFIED DIFFERENTLY, NONCONTAMD PACKAGING MAY BE TREATED LIKE HOUSEHOLD WASTE/RECYCLED;
